pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-3785 b,TOI-3785,TIC 458419328,0.043,5.14,14.95,M2 V,3576.0,0.5,0.52,0.037,8.0,M2V,0.00100,0.6,1.23,19.1,0.25542998,19.84875,1.53257988,48.24572,2.27122009,63.31175,4.10424064,89.09336,4.70721888,95.24964,4.52349121,99.14248
TOI-7149 b,TOI-7149,TIC 459323923,0.02603,13.2,224.0,M4 V,3363.0,0.351,0.344,0.012,7.8,M3V,0.00100,0.6,1.23,46.1,0.01740962,17.93212,0.10445770,43.58704,0.15480201,57.19827,0.27973717,80.49037,0.32083501,86.05219,0.30685066,89.14445
WASP-90 b,WASP-90,TIC 459730973,0.0562,18.27067,200.2329,F6,6430.0,1.98,1.55,4.267,4.4,F6V,0.00100,0.1,1.23,37.0,4.35303063,1351.03739,10.74526782,1351.03739,12.13466612,1351.03739,15.58261764,1351.03739,16.71683281,1351.03739,15.35296417,1343.97960
TOI-5573 b,TOI-5573,TIC 459762279,0.0712,9.75,112.0,,3790.0,0.594,0.619,0.069,9.7,M0.5V,0.00100,0.6,1.23,37.9,0.02139339,13.67005,0.12836034,33.22735,0.19022473,43.60349,0.34374831,61.35956,0.39425040,65.59946,0.39219619,70.68358
TOI-837 b,TOI-837,TIC 460205581,0.0888,9.16894621,120.456966253,F9/G0,5995.0,1.052,1.142,1.340,0.035,F9.5V,0.00100,0.1,1.23,40.5,0.19120547,169.93157,0.47198243,169.93157,0.53301130,169.93157,0.68446146,169.93157,0.73428150,169.93157,0.06692191,16.77517
WASP-185 b,WASP-185,TIC 46020827,0.0904,14.01125,311.4734,G0 V,5900.0,1.5,1.12,2.583,6.6,G0V,0.00100,0.1,1.23,52.7,0.18983385,316.12085,0.46859666,316.12085,0.52918774,316.12085,0.67955147,316.12085,0.72901412,316.12085,0.70031435,328.92531
WASP-16 b,WASP-16,TIC 46096489,0.0415,13.67498,394.1092,,5700.0,1.14,1.78,1.023,8.6,G3V,0.00100,0.1,1.23,60.0,0.20722043,594.22895,0.51151467,594.22895,0.57765519,594.22895,0.74179049,594.22895,0.79578334,594.22895,0.78475642,634.71814
TOI-784 b,HD 307842,TIC 460984940,0.038,1.93,9.67,G,5558.0,0.907,0.91,0.645,nan,G7V,0.00100,0.1,1.23,25.0,0.72751775,446.77906,1.79584610,446.77906,2.02805488,446.77906,2.60430764,446.77906,2.79386791,446.77906,nan,nan
K2-138 d,K2-138,TIC 4610830,0.05893,2.39,7.92,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,20.4,0.68621825,148.86312,1.69390007,148.86312,1.91292690,148.86312,2.45646713,148.86312,2.63526650,148.86312,2.28337737,139.70995
K2-138 c,K2-138,TIC 4610830,0.04461,2.299,6.31,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,18.5,1.67913478,259.77392,4.14487157,259.77392,4.68081703,259.77392,6.01082727,259.77392,6.44833858,259.77392,5.58728704,243.80116
K2-138 b,K2-138,TIC 4610830,0.03385,1.51,3.1,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,16.0,3.42359132,451.17253,8.45098708,451.17253,9.54372738,451.17253,12.25548796,451.17253,13.14753066,451.17253,11.39193091,423.43122
K2-138 e,K2-138,TIC 4610830,0.0782,3.39,12.97,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,21.9,0.41466506,84.53693,1.02358277,84.53693,1.15593537,84.53693,1.48438356,84.53693,1.59242769,84.53693,1.37978961,79.33900
K2-138 g,K2-138,TIC 4610830,0.23109,3.013,4.32,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,13.4,0.30051033,9.68050,0.74179675,9.68050,0.83771350,9.68050,1.07574193,9.68050,1.15404217,9.68050,0.99994205,9.08527
K2-138 f,K2-138,TIC 4610830,0.10447,2.904,1.63,G8 V,5356.3,0.863,0.935,0.517,2.8,G9V,0.00100,0.1,1.23,8.4,9.24747671,47.36710,22.82699625,47.36710,25.77860159,47.36710,33.10334934,47.36710,35.51284960,47.36710,30.77079184,44.45463
HATS-45 b,HATS-45,TIC 4616072,0.05511,14.414774,222.481,,6450.0,1.315,1.272,2.660,1.52,F5V,0.00100,0.1,1.23,43.9,1.12250593,875.82871,2.77085733,875.82871,3.12913826,875.82871,4.01825353,875.82871,4.31073097,875.82871,3.39298888,746.68558
TOI-3362 b,TOI-3362,TIC 464300749,0.153,12.80065596,1598.359058803,,6532.0,1.83,1.445,5.480,2.14,F5V,0.00100,0.1,1.23,124.9,0.00407077,234.09770,0.01004853,234.09770,0.01134784,234.09770,0.01457222,234.09770,0.01563289,234.09770,0.01302088,211.19581
TIC 46432937 b,TIC 46432937,TIC 46432937,0.02065,13.31626907,1017.0509024,,3572.0,0.5299,0.563,0.041,7.4,M2V,0.00100,0.6,1.23,97.7,0.00467147,96.61841,0.02802885,234.84732,0.04153760,308.18474,0.07506110,433.68275,0.08608877,463.64986,0.08151344,475.51024
OGLE-TR-132 b,OGLE-TR-132,TIC 465144510,0.03035,13.45,375.02,F5 V,6210.0,1.32,1.305,2.350,1.2,F8V,0.00100,0.1,1.23,59.0,0.93470036,2550.83642,2.30726742,2550.83642,2.60560465,2550.83642,3.34596276,2550.83642,3.58950603,2550.83642,2.70387814,2081.23973
OGLE-TR-111 b,OGLE-TR-111,TIC 465390152,0.0473,11.421971,174.799,K2 V,5040.0,0.83,0.82,0.459,8.8,K2V,0.00100,0.1,1.23,43.7,0.21170680,204.95462,0.52258907,204.95462,0.59016154,204.95462,0.75785041,204.95462,0.81301222,204.95462,0.80348910,219.39550
TOI-5542 b,TOI-5542,TIC 466206508,0.332,11.30986153,419.53349724,G3 V,5700.0,1.058,0.89,11.402,10.8,G3V,0.00100,0.1,1.23,68.1,0.01800919,103.44841,0.04445491,103.44841,0.05020308,103.44841,0.06446781,103.44841,0.06916024,103.44841,0.06963659,112.82151
HD 190984 b,HD 190984,TIC 466222634,5.5,13.0,1137.82569706,F8 V,5988.0,1.53,0.91,2.692,nan,F9.5V,0.00100,0.1,1.23,104.6,0.00000320,0.08898,0.00000789,0.08898,0.00000891,0.08898,0.00001145,0.08898,0.00001228,0.08898,nan,nan
OGLE2-TR-L9 b,OGLE2-TR-L9,TIC 466840711,0.0308,18.046,1430.175,,6933.0,1.53,1.52,3.251,1.0,F1V,0.00100,0.1,1.23,99.5,0.20852824,3426.64068,0.51474293,3426.64068,0.58130088,3426.64068,0.74647207,3426.64068,0.80080568,3426.64068,0.58130088,2694.19776
OGLE-TR-182 b,OGLE-TR-182,TIC 466884459,0.051,12.666,320.995,,5924.0,1.14,1.14,1.740,4.3,G0V,0.00100,0.1,1.23,56.3,0.27944952,669.03625,0.68980906,669.03625,0.77900363,669.03625,1.00035020,669.03625,1.07316289,669.03625,0.98290958,663.71959
TOI-1266 b,TOI-1266,TIC 467179528,0.073,2.52,4.46,M2,3563.0,0.4232,0.437,0.026,4.6,M2V,0.00100,0.6,1.23,14.9,0.08406360,4.93338,0.50438161,11.99140,0.74747272,15.73604,1.35073123,22.14402,1.54917513,23.67416,1.32465695,21.92626
TOI-1266 d,TOI-1266,TIC 467179528,0.1513,1.74,3.68,M2,3563.0,0.4232,0.437,0.026,4.6,M2V,0.00100,0.6,1.23,16.3,0.00946229,1.14845,0.05677371,2.79150,0.08413630,3.66322,0.15203970,5.15495,0.17437675,5.51115,0.14910475,5.10426
TOI-1266 c,TOI-1266,TIC 467179528,0.105,1.98,3.17,M2,3563.0,0.4232,0.437,0.026,4.6,M2V,0.00100,0.6,1.23,14.1,0.03901398,2.38458,0.23408388,5.79612,0.34690264,7.60611,0.62687537,10.70345,0.71897333,11.44305,0.61477428,10.59819
TIC 4672985 b,TIC 4672985,TIC 4672985,0.33,11.5004142,4049.13390518,,5757.0,1.15,1.01,1.300,7.71,G2V,0.00100,0.1,1.23,209.8,0.00002346,11.93747,0.00005790,11.93747,0.00006539,11.93747,0.00008397,11.93747,0.00009008,11.93747,0.00008790,12.61714
HD 26161 b,HD 26161,TIC 467753728,10.087,11.9,9045.39646322,,6057.62,1.455981,1.12,2.472,nan,F9V,0.00100,0.1,1.23,308.2,0.00000001,0.02429,0.00000003,0.02429,0.00000003,0.02429,0.00000004,0.02429,0.00000004,0.02429,nan,nan
GJ 1214 b,GJ 1214,TIC 467929202,0.01505,2.733,8.41,M4 V,3101.0,0.2162,0.182,0.004,3.0,M4.5V,0.00010,0.6,1.23,19.6,0.01052557,1.72182,0.06315343,4.18517,0.09359078,5.49210,0.16912455,7.72857,0.19397164,8.26261,0.14810402,6.83334
HD 175167 b,HD 175167,TIC 467966544,2.4,12.3,4703.8604236,G5 IV/V,5635.0,1.75,1.09,2.857,nan,G5V,0.00100,0.1,1.23,218.6,0.00000088,0.49603,0.00000218,0.49603,0.00000246,0.49603,0.00000316,0.49603,0.00000339,0.49603,nan,nan
HATS-69 b,HATS-69,TIC 467971286,0.03211,10.592505,183.38791,,5137.0,0.8785,0.892,0.481,8.0,K1V,0.00100,0.1,1.23,46.5,0.34940236,466.80918,0.86248460,466.80918,0.97400668,466.80918,1.25076154,466.80918,1.34180098,466.80918,1.31406123,495.16958
HAT-P-43 b,HAT-P-43,TIC 468987719,0.0444,13.63,210.395,F9,5693.0,1.08,1.03,1.148,5.7,G4V,0.00100,0.1,1.23,43.9,0.70541162,582.22930,1.74127806,582.22930,1.96643101,582.22930,2.52517393,582.22930,2.70897428,582.22930,2.56220079,596.47110
HD 215497 c,HD 215497,TIC 469943599,1.31,13.0,111.23994245,K3 V,5113.0,0.85,0.92,0.389,5.8,K2V,0.00100,0.1,1.23,32.7,0.00085251,0.22670,0.00210438,0.22670,0.00237648,0.22670,0.00305173,0.22670,0.00327386,0.22670,0.00310232,0.23269
TOI-4153 b,TOI-4153,TIC 470171739,0.06311,16.11851425,365.50266805,,6860.0,1.605,1.572,5.170,0.4,F2V,0.00100,0.1,1.23,53.2,0.86182555,1298.05663,2.12737910,1298.05663,2.40245618,1298.05663,3.08509157,1298.05663,3.30964676,1298.05663,1.88482651,800.70114
TOI-1696 b,TOI-1696,TIC 470381900,0.0229,3.09,48.8,M5V,3185.0,0.2775,0.255,0.007,7.1,M4V,0.00100,0.6,1.23,44.4,0.00355768,13.55811,0.02134607,32.95526,0.03163399,43.24643,0.05716465,60.85711,0.06556305,65.06228,0.06158053,66.19125
WASP-101 b,WASP-101,TIC 47911178,0.05057,16.02887,162.0933,F6,6380.0,1.31,1.41,2.633,1.14,F6V,0.00100,0.1,1.23,35.6,3.41857013,1029.75543,8.43859248,1029.75543,9.52973011,1029.75543,12.23751350,1029.75543,13.12824790,1029.75543,9.78955566,831.72044
TOI-2295 b,TOI-2295,TIC 48018596,0.1992,16.47720163,278.099856125,,5730.0,1.459,1.168,2.060,10.5,G3V,0.00100,0.1,1.23,45.9,0.06360218,51.91482,0.15699922,51.91482,0.17729974,51.91482,0.22767779,51.91482,0.24424982,51.91482,0.24531979,56.47766
Kepler-297 b,Kepler-297,TIC 48304302,0.217,2.87,48.5,,5619.0,0.915,0.927,0.802,1.9,G6V,0.00100,0.1,1.23,46.0,0.00362322,17.02161,0.00894376,17.02161,0.01010022,17.02161,0.01297010,17.02161,0.01391415,17.02161,0.01137333,15.07018
Kepler-297 c,Kepler-297,TIC 48304302,0.336,6.54,42.1,,5619.0,0.915,0.927,0.802,1.9,G6V,0.00100,0.1,1.23,28.4,0.02373244,7.09972,0.05858249,7.09972,0.06615740,7.09972,0.08495540,7.09972,0.09113907,7.09972,0.07449644,6.28578
Kepler-101 c,Kepler-101,TIC 48304653,0.0684,1.25,3.78,G3 IV,5667.0,1.56,1.17,2.632,5.9,G5V,0.00100,0.1,1.23,19.4,1.62894359,562.63636,4.02097678,562.63636,4.54090224,562.63636,5.83115701,562.63636,6.25559062,562.63636,5.93873876,578.54983
Kepler-101 b,Kepler-101,TIC 48304653,0.0474,5.77,51.1,G3 IV,5667.0,1.56,1.17,2.632,5.9,G5V,0.00100,0.1,1.23,33.3,1.82557956,1171.61067,4.50636417,1171.61067,5.08905181,1171.61067,6.53505813,1171.61067,7.01072674,1171.61067,6.65562649,1204.74821
Kepler-408 b,Kepler-408,TIC 48450369,0.03592,0.82,5.0,,6104.0,1.23,1.08,1.919,6.68,F9V,0.00100,0.1,1.23,27.6,0.69460947,1486.98759,1.71461343,1486.98759,1.93631856,1486.98759,2.48650531,1486.98759,2.66749109,1486.98759,2.56566587,1549.14309
Kepler-447 b,Kepler-447,TIC 48506505,0.0769,18.49,435.41,G8 V,5493.0,1.05,1.0,0.646,1.62,G8V,0.00100,0.1,1.23,54.3,0.07709444,109.16347,0.19030429,109.16347,0.21491126,109.16347,0.27597628,109.16347,0.29606382,109.16347,0.23564046,94.10851
USco CTIO 108 b,USco CTIO 108,TIC 48666170,670.0,12.3,4449.62,M7,2700.0,0.345365,0.06,0.011,0.003,M7V,0.00010,0.6,1.23,212.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
1RXS J160929.1-210524 b,1RXS J160929.1-210524,TIC 48964101,330.0,18.647,3000.0,K7 V,4060.0,1.31316,0.85,0.427,0.005,K7V,0.00100,0.1,1.23,141.8,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
K2-33 b,K2-33,TIC 49040478,0.0409,5.04,1175.971,M3.3,3540.0,1.05,0.56,0.150,0.0093,M2V,0.00100,0.6,1.23,170.8,0.00017582,89.66922,0.00105493,217.95614,0.00156337,286.01883,0.00282510,402.49051,0.00324016,430.30226,0.00001635,2.35207
TOI-2992 b,TOI-2992,TIC 49045066,0.0434,13.75341932,1058.36859531,,6000.0,1.545,1.21,2.790,4.6,F9.5V,0.00100,0.1,1.23,98.1,0.07286358,1481.22332,0.17986060,1481.22332,0.20311716,1481.22332,0.26083100,1481.22332,0.27981616,1481.22332,0.25833647,1481.22332
GJ 3634 b,GJ 3634,TIC 49064384,0.0287,2.83,8.4,M2.5,3517.0,0.43,0.45,0.020,5.0,M2V,0.00100,0.6,1.23,19.3,0.16518429,24.27930,0.99110576,59.01494,1.46877781,77.44394,2.65417587,108.98042,3.04411653,116.51087,2.65417587,110.03275
Wolf 327 b,Wolf 327,TIC 4918918,0.01,1.24,2.53,M2.5 V,3542.0,0.406,0.405,0.023,4.1,M2V,0.00100,0.6,1.23,16.0,1.47943477,234.49846,8.87660863,569.98802,13.15476742,747.98217,23.77150997,1052.57308,27.26392292,1125.30500,22.66473068,1013.25682
TOI-4914 b,TOI-4914,TIC 49254857,0.098,12.87,227.0,,5805.0,1.0,1.03,1.021,5.3,G2V,0.00100,0.1,1.23,47.0,0.09315230,106.31091,0.22994242,106.31091,0.25967473,106.31091,0.33345887,106.31091,0.35773041,106.31091,0.33565148,108.04325
HD 100777 b,HD 100777,TIC 49427341,1.06,13.7,390.92894061,G8 V,5533.0,1.04,1.08,1.050,5.7,G7V,0.00100,0.1,1.23,59.7,0.00033302,0.93450,0.00082206,0.93450,0.00092835,0.93450,0.00119213,0.93450,0.00127891,0.93450,0.00120961,0.95736
K2-417 b,K2-417,TIC 49592509,0.063,3.31,699.2224954,M V,3861.0,0.5776,0.569,0.063,nan,M0V,0.00100,0.6,1.23,162.5,0.00002486,15.82264,0.00014915,38.45959,0.00022103,50.46963,0.00039942,71.02172,0.00045810,75.92926,nan,nan
GSC 06214-00210 b,GSC 06214-00210,TIC 50175254,320.0,20.1762,5000.0,K7,4200.0,0.90484,0.9,0.380,0.005,K6V,0.00100,0.1,1.23,176.0,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
K2-66 b,K2-66,TIC 50183101,0.05983,2.49,21.3,,5887.0,1.67,1.11,3.208,nan,G1V,0.00100,0.1,1.23,32.7,0.64586632,896.13202,1.59429307,896.13202,1.80044038,896.13202,2.31201862,896.13202,2.48030400,896.13202,nan,nan
TOI-544 b,TOI-544,TIC 50618703,0.0225,2.018,2.89,,4169.0,0.623,0.631,0.126,9.0,K7V,0.00100,0.1,1.23,13.4,5.17659958,248.39621,12.77821213,248.39621,14.43047679,248.39621,18.53076136,248.39621,19.87956368,248.39621,19.68814020,266.45868
WASP-161 b,WASP-161,TIC 50712784,0.0673,12.811887,791.3967,,6400.0,1.712,1.39,4.440,nan,F6V,0.00100,0.1,1.23,87.9,0.06971601,980.27939,0.17209095,980.27939,0.19434287,980.27939,0.24956358,980.27939,0.26772861,980.27939,nan,nan
HD 169142 b,HD 169142,TIC 51077087,37.2,13.1,953.485221,,7246.0,1.53702,1.85,5.867,0.006,F0V,0.00100,0.1,1.23,95.4,0.00000022,0.00424,0.00000055,0.00424,0.00000062,0.00424,0.00000079,0.00424,0.00000085,0.00424,0.00000001,0.00007
XO-4 b,XO-4,TIC 51234631,0.05524,14.01125,451.3186,F5 V,6397.0,1.45,1.1,3.432,2.1,F6V,0.00100,0.1,1.23,63.5,0.32171303,1124.79314,0.79413470,1124.79314,0.89681891,1124.79314,1.15164159,1124.79314,1.23546636,1124.79314,1.02603229,1011.78872
WASP-102 b,WASP-102,TIC 51637609,0.041,14.90794433,197.689269154,,5990.0,1.375,1.08,2.275,0.67,F9.5V,0.00100,0.1,1.23,40.7,2.43030729,1353.45022,5.99910843,1353.45022,6.77481279,1353.45022,8.69981227,1353.45022,9.33304728,1353.45022,6.17447691,969.85333
HD 110537 b,HD 110537,TIC 51739133,16.714,11.9,8612.832001293,G6/8 V,5718.0,1.16626,1.02,1.310,nan,G3V,0.00100,0.1,1.23,300.8,0.00000000,0.00469,0.00000001,0.00469,0.00000001,0.00469,0.00000001,0.00469,0.00000001,0.00469,nan,nan
Gliese 12 b,Gliese 12,TIC 52005579,0.067,0.93,0.95,M3.0 V,3328.0,0.265,0.255,0.007,7.0,M3.5V,0.00100,0.6,1.23,11.3,0.03061356,1.62174,0.18368136,3.94190,0.27220819,5.17287,0.49189769,7.27935,0.56416529,7.78235,0.52841760,7.89530
TOI-125 c,TOI-125,TIC 52368076,0.0814,2.759,6.63,K0 V,5320.0,0.848,0.859,0.519,6.8,K0V,0.00100,0.1,1.23,17.3,0.79264923,78.32875,1.95662034,78.32875,2.20961776,78.32875,2.83745991,78.32875,3.04399068,78.32875,2.93315177,81.75221
TOI-125 b,TOI-125,TIC 52368076,0.05186,2.726,9.5,K0 V,5320.0,0.848,0.859,0.519,6.8,K0V,0.00100,0.1,1.23,20.9,0.91741773,192.97674,2.26460597,192.97674,2.55742694,192.97674,3.28409581,192.97674,3.52313596,192.97674,3.39485023,201.41104
TOI-125 d,TOI-125,TIC 52368076,0.137,2.93,13.6,K0 V,5320.0,0.848,0.859,0.519,6.8,K0V,0.00100,0.1,1.23,24.1,0.07964999,27.65215,0.19661255,27.65215,0.22203520,27.65215,0.28512442,27.65215,0.30587783,27.65215,0.29474009,28.86072
HATS-66 b,HATS-66,TIC 52689469,0.04714,15.815899,1694.0339,,6626.0,1.841,1.411,5.850,2.17,F4V,0.00100,0.1,1.23,115.7,0.07686880,2632.57555,0.18974731,2632.57555,0.21428226,2632.57555,0.27516855,2632.57555,0.29519730,2632.57555,0.24640262,2380.13095
HD 169830 c,HD 169830,TIC 53134037,3.075,12.6,2437.426053283,F7 V,6300.0,1.935709,1.17,4.592,2.2,F7V,0.00100,0.1,1.23,155.5,0.00000346,0.48563,0.00000855,0.48563,0.00000965,0.48563,0.00001240,0.48563,0.00001330,0.48563,0.00001112,0.43999
WASP-106 b,WASP-106,TIC 53189332,0.0901,12.10569916,613.40882551,F9 D,6002.0,1.47,1.175,2.642,2.5,F9.5V,0.00100,0.1,1.23,79.6,0.03250363,325.48458,0.08023380,325.48458,0.09060829,325.48458,0.11635378,325.48458,0.12482285,325.48458,0.10642097,300.57343
HD 111998 b,HD 111998,TIC 53304943,1.91,12.9,1525.5763536,F6 V,6557.0,1.45,1.4,3.253,1.7,F5V,0.00100,0.1,1.23,121.6,0.00001742,0.89175,0.00004300,0.89175,0.00004856,0.89175,0.00006236,0.89175,0.00006690,0.89175,0.00005369,0.77512
HATS-51 b,HATS-51,TIC 53458803,0.04639,15.80469,244.09344,,5758.0,1.44,1.187,2.040,4.74,G2V,0.00100,0.1,1.23,43.9,1.33032819,947.94089,3.28385758,947.94089,3.70847112,947.94089,4.76219839,947.94089,5.10882550,947.94089,4.73313053,951.25234
HAT-P-28 b,HAT-P-28,TIC 53728859,0.0434,13.585,198.953,G3,5680.0,1.103,1.025,1.130,6.1,G4V,0.00100,0.1,1.23,42.8,0.80469313,599.81945,1.98635018,599.81945,2.24319176,599.81945,2.88057365,599.81945,3.09024256,599.81945,2.94418010,618.98399
WASP-66 b,WASP-66,TIC 53735810,0.0546,15.6926,746.9005,,6600.0,1.76,1.33,4.338,3.7,F5V,0.00100,0.1,1.23,77.1,0.21347437,1454.97226,0.52695224,1454.97226,0.59508889,1454.97226,0.76417782,1454.97226,0.81980019,1454.97226,0.73711171,1416.99097
HATS-41 b,HATS-41,TIC 53750200,0.0583,14.90797,3082.951,,6424.0,1.71,1.496,4.500,1.34,F6V,0.00100,0.1,1.23,160.8,0.00977523,1323.95398,0.02412973,1323.95398,0.02724979,1323.95398,0.03499256,1323.95398,0.03753957,1323.95398,0.02887897,1103.19520
NGTS-11 b,NGTS-11,TIC 54002556,0.201,9.157753,109.33352,K,5050.0,0.832,0.862,0.403,3.9,K2V,0.00100,0.1,1.23,38.6,0.01355875,9.96387,0.03346920,9.96387,0.03779688,9.96387,0.04853651,9.96387,0.05206934,9.96387,0.04712662,9.76785
TOI-663 c,TOI-663,TIC 54962195,0.0437,2.26,3.65,M1 V,3681.0,0.512,0.514,0.043,nan,M1V,0.00100,0.6,1.23,14.2,0.40961752,22.32066,2.45770512,54.25414,3.64221749,71.19646,6.58172103,100.18885,7.54868054,107.11181,nan,nan
TOI-663 b,TOI-663,TIC 54962195,0.0295,2.27,4.45,M1 V,3681.0,0.512,0.514,0.043,nan,M1V,0.00100,0.6,1.23,15.7,0.61279516,48.98081,3.67677096,119.05611,5.44882273,156.23460,9.84637277,219.85595,11.29296156,235.04781,nan,nan
TOI-663 d,TOI-663,TIC 54962195,0.0576,1.92,5.2,M1 V,3681.0,0.512,0.514,0.043,nan,M1V,0.00100,0.6,1.23,18.4,0.07122851,12.84769,0.42737104,31.22847,0.63334623,40.98041,1.14449734,57.66832,1.31264221,61.65315,nan,nan
KELT-11 b,KELT-11,TIC 55092869,0.0623,15.13212395,65.154823435,G8/K0 IV,5375.0,2.69,1.44,5.550,nan,G9V,0.00100,0.1,1.23,23.2,24.72021484,1429.92713,61.02078102,1429.92713,68.91096776,1429.92713,88.49137261,1429.92713,94.93241224,1429.92713,nan,nan
HD 80653 b,HD 80653,TIC 55315929,0.01661,1.613,5.72,G2,5959.0,1.22,1.18,1.738,2.67,G0V,0.00100,0.1,1.23,21.1,17.11211098,6298.84230,42.24050575,6298.84230,47.70234141,6298.84230,61.25651410,6298.84230,65.71520452,6298.84230,56.56010013,5872.08200
TOI-216.02,TOI-216,TIC 55652896,0.1293,8.0,18.751876013,,5026.0,0.748,0.77,0.362,nan,K2V,0.00100,0.1,1.23,17.1,0.66730638,21.63779,1.64721692,21.63779,1.86020746,21.63779,2.38876796,21.63779,2.56263970,21.63779,nan,nan
TOI-216.01,TOI-216,TIC 55652896,0.2069,10.1,177.98390792,,5026.0,0.748,0.77,0.362,nan,K2V,0.00100,0.1,1.23,46.9,0.00582135,8.45063,0.01436974,8.45063,0.01622780,8.45063,0.02083877,8.45063,0.02235557,8.45063,nan,nan
HD 106315 c,HD 106315,TIC 56815340,0.1536,4.35,15.2,F5 V,6327.0,1.296,1.091,2.481,4.48,F6V,0.00100,0.1,1.23,20.9,0.79335940,105.13748,1.95837336,105.13748,2.21159745,105.13748,2.84000211,105.13748,3.04671793,105.13748,2.80412114,104.81155
HD 106315 b,HD 106315,TIC 56815340,0.0907,2.44,12.6,F5 V,6327.0,1.296,1.091,2.481,4.48,F6V,0.00100,0.1,1.23,25.4,0.58436692,301.52646,1.44248446,301.52646,1.62900243,301.52646,2.09186818,301.52646,2.24412942,301.52646,2.06543924,300.59173
FU Tau b,FU Tau,TIC 58544613,800.0,12.2,5085.28,M7.25,2838.0,nan,0.05,0.200,0.001,M6V,0.00010,0.6,1.23,228.3,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
HD 187123 c,HD 187123,TIC 58559140,4.89,13.2,912.16752809,G3 V,5790.0,1.15043,1.04,1.340,7.4,G2V,0.00100,0.1,1.23,92.9,0.00000328,0.05604,0.00000810,0.05604,0.00000915,0.05604,0.00001175,0.05604,0.00001260,0.05604,0.00001225,0.05899
TOI-5301 b,TOI-5301,TIC 58825110,0.073,13.09208946,1182.32167404,,6240.0,2.19,1.483,6.550,2.43,F7V,0.00100,0.1,1.23,106.2,0.04179090,1229.11998,0.10315902,1229.11998,0.11649782,1229.11998,0.14959958,1229.11998,0.16048851,1229.11998,0.13626074,1130.33749
HATS-4 b,HATS-4,TIC 59843967,0.0362,11.433,420.471,G,5403.0,0.925,1.001,0.650,2.1,G9V,0.00100,0.1,1.23,67.8,0.08882254,496.11557,0.21925459,496.11557,0.24760493,496.11557,0.31795955,496.11557,0.34110294,496.11557,0.28327977,446.27240
K2-295 b,K2-295,TIC 610976842,0.0451,10.054473,106.47305,K5 V,4444.0,0.7,0.74,0.192,nan,K5V,0.00100,0.1,1.23,36.4,0.17945157,94.49676,0.44296845,94.49676,0.50024572,94.49676,0.64238584,94.49676,0.68914331,94.49676,nan,nan
HD 89307 b,HD 89307,TIC 61125572,3.27,13.4,642.01338214,G0 V,5955.0,1.1,1.27,1.353,2.31,G0V,0.00100,0.1,1.23,77.4,0.00001564,0.12654,0.00003862,0.12654,0.00004361,0.12654,0.00005600,0.12654,0.00006008,0.12654,0.00005063,0.11549
HAT-P-51 b,HAT-P-51,TIC 61205803,0.05042,13.50682174,97.573320949,G7,5453.0,0.995,0.961,0.790,8.1,G8V,0.00100,0.1,1.23,30.0,1.70354440,310.75943,4.20512566,310.75943,4.74886217,310.75943,6.09820680,310.75943,6.54207822,310.75943,6.41454361,330.03608
KOINTREAU-1 b,XEST 17-036,TIC 61229372,690.0,12.4,3368.9811142,M4,3551.0,nan,0.26,10.000,0.0033,M2V,0.00100,0.6,1.23,184.3,0.00000000,0.00002,0.00000000,0.00005,0.00000000,0.00007,0.00000000,0.00009,0.00000000,0.00010,0.00000000,0.00000
Kepler-111 c,Kepler-111,TIC 63001143,0.751,7.0840758,222.4798849,,5914.0,1.145,1.118,1.440,3.4,G0V,0.00100,0.1,1.23,62.7,0.00038840,2.55317,0.00095875,2.55317,0.00108272,2.55317,0.00139036,2.55317,0.00149157,2.55317,0.00132667,2.45973
